,document_title,question_text,yes_no_answer,short_answer1,short_answer2,short_answer3,short_answer4,short_answer5,short_answer6,short_answer7,short_answer8,short_answer9,short_answer10,short_answer11,short_answer12,short_answer13,short_answer14,short_answer15,short_answer16,short_answer17,short_answer18,short_answer19,short_answer20,short_answer21,short_answer22,short_answer23,short_answer24,short_answer25,short_answer26,short_answer27,short_answer28,short_answer29,short_answer30,short_answer31,short_answer32,short_answer33,short_answer34,short_answer35,short_answer36,short_answer37,short_answer38,short_answer39,short_answer40,short_answer41,short_answer42,short_answer43,short_answer44,short_answer45,short_answer46,short_answer47,short_answer48,short_answer49,short_answer50
0,The King and I (1956 film),when was the movie the king and i made,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",1956,1956,1956,1956,1956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,List of One Piece episodes (seasons 15–current),one piece episode 534 english dubbed release date,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']","February 5 , 2012","February 5 , 2012","February 5 , 2012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Radio wave,the wave length of radio wave is 1m its frequency is,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Comes a Time,neil young and nicolette larson comes a time,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Tyrosine kinase,why does overexpression of rtks lead to cancer development,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']","a hyper - active kinase , that confers an aberrant , ligand - independent , non-regulated growth stimulus to the cancer cells",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Can't Pay? We'll Take It Away!,mitchell starr can't pay we'll take it away,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,List of the tallest statues in India,the world's tallest jain statue is located in which state of india,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",Maharashtra,Maharashtra,Maharashtra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,The Heart of Saturday Night,tom waits the heart of saturday night album,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Legends of Chamberlain Heights,legends of chamberlain heights season 2 ep 11,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,List of Miraculous: Tales of Ladybug & Cat Noir episodes,miraculous ladybug season 1 all episodes in order,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,William (The X-Files),when did mulder and scully have a kid,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Arms and the Man,when does the first act of arms and the man take place,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",during the 1885 Serbo - Bulgarian War,the night after the Battle of Slivnitza,during the 1885 Serbo - Bulgarian War,during the 1885 Serbo - Bulgarian War,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Angela Martin,when do dwight and angela start dating again,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",In `` A.A.R.M. '',`` Goodbye Toby '',Goodbye Toby,at the end of `` Goodbye Toby '',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Chapter 8 (album),chapter 8 i want to be your girl,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Fortnite,when did fortnite save the world first come out,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']","July 25 , 2017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Battle of the Sexes (tennis),who won battle of the sexes tennis game,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",Billie Jean King,Billie Jean King,Billie Jean King,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,List of Criminal Minds characters,who is the new agent on criminal minds,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,List of American Revolutionary War battles,the most important battles in the revolutionary war,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",Boston campaign,Invasion of Quebec,New York and New Jersey campaigns,Saratoga campaign,Philadelphia campaign,Yorktown campaign,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Those who live in glass houses should not throw stones,who said those who live in glass houses,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Symbiosis,symbiotic relationship between a clownfish and sea anemone,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Falcon Heavy,what is the payload of the falcon heavy rocket,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Christmas dinner,what kind of food do you eat on christmas,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Hypertext Transfer Protocol,what is the first line of an http request to the server,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",A request line,the status line,A request line,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Citrate test,what is the benefit to an organism in biochemically transforming citrate,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Results of the War of 1812,what was the result of the war 1812,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",two centuries of peace between the United States and Britain,two centuries of peace between the United States and Britain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Purpose (Justin Bieber album),what is justin bieber's purpose song about,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Rolling Stone's 500 Greatest Albums of All Time,rolling stone top ten albums of all time,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,The Lego Batman Movie,who plays harley quinn in the lego batman movie,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",Jenny Slate,Jenny Slate,Jenny Slate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Abigail Hawk,who is the actress who plays baker on blue bloods,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",Abigail Hawk,Abigail Hawk ( born Abigail Diane Gustafson ),Abigail Hawk,Abigail Hawk,Abigail Hawk ( born Abigail Diane Gustafson ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,The Man in the High Castle (TV series),who is the man in the high tower,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Climate of Florida,what month has the most rain in florida,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Net profit,where is net profit on the balance sheet,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",on the bottom line of the report,on the bottom line of the report,on the bottom line of the report,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Dresden Codex,which of the following does not have a table in the dresden codex,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,2018 NBA All-Star Game,where will the all star game be played,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,The Curse of Oak Island,what happened to the curse of oak island on history channel,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,American entry into Canada by land,can i use my driver license to enter canada,"['NO', 'NONE', 'NONE', 'NONE', 'NONE']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Spilling water for luck,what does it mean if you keep spilling water,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,One Tree Hill (New Zealand),what type of volcano is one tree hill,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Call Me by Your Name (film),where is the villa in call me by your name,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",Moscazzano,an uninhabited 17th - century mansion in Moscazzano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Salah,what are the five compulsory prayers in islam,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",Fajr,Zuhr,Asr,Maghrib,Isha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Made in Chelsea,when is made in chelsea available on 4od,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Lovin' You,who sings the song loving you is easy,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Glory (religion),what is the definition of glory in the bible,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",the manifestation of God 's presence as perceived by humans,the manifestation of God 's presence as perceived by humans,"St. Augustine renders it as clara notitia cum laude , `` brilliant celebrity with praise ''",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Dark Side of the Rainbow,wizard of oz dark side of the moon sync full,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,How to Make an American Quilt,where does how to make an american quilt take place,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Names of the days of the week,when did the days of the week get named,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Sea captain,duties and responsibilities of captain of the ship,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Agents of S.H.I.E.L.D. (season 5),when does agents of shield season five start,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']","December 1 , 2017","December 1 , 2017","December 1 , 2017","December 1 , 2017","December 1 , 2017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,One Ring,who owns the one ring in real life,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Speed limits in the United States,is there anywhere in america with no speed limit,"['NONE', 'NONE', 'NONE', 'NO', 'NONE']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Kristen Bell,who plays the crazy lady on days of our lives,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Premier of the Northern Cape,who is the premier of northern cape 2018,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",Sylvia Lucas,Sylvia Lucas,Sylvia Lucas,Sylvia Lucas,Sylvia Lucas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Nucleotide,what are the monomer building blocks of dna and rna,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",Nucleotides,Nucleotides,Nucleotides,Nucleotides,Nucleotides,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,University of Michigan School of Public Health,university of michigan school of public health ranking,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",# 4,# 4 School of Public Health in the country,# 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Walter Egan,who sings you are a magnet and i am steel,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",Walter Egan,Walter Egan,Walter Egan,Walter Egan,Walter Egan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Life,where do most of the worlds living things live,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Unification of Karnataka,which was the first village of karnataka which declared independence,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",Hyderabad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Five themes of geography,the five themes of geography include all of the following except,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,English defamation law,how to sue for defamation of character in uk,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,I'll Name the Dogs,blake shelton's new song i'll name the dogs,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,I Don't Feel at Home in This World Anymore,who wrote i can feel at home in this world anymore,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",Macon Blair,Macon Blair,Macon Blair,Macon Blair,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,When Calls the Heart,where's jack in when calls the heart,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,2017 ACC Championship Game,where is the acc championship game being played tonight,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Lymphocyte,where are antibodies made and by what type of lymphocyte,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",lymph,B cells,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Chief business development officer,what does a chief business development officer do,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,List of highest-grossing films,who makes the most money in a film,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,List of punishments for murder in the United States,how many years is a life sentence in delaware,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Jacques Cartier,explorer who led an early voyage to the coast of newfoundland,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",Jacques Cartier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Romance of the Three Kingdoms XI,romance of the three kingdoms xi power up kit english,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,The Canterbury Tales,where does the journey start in the canterbury tales,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",London,London,London,London,London,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Flash vs. Arrow,when did the flash first appear on arrow,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",the eighth episode of Arrow 's second season,second season,in the eighth episode of Arrow 's second season,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Ecdysozoa,where should the origin of the ecdysozoan cuticle be placed on the phylogenetic tree,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Fargo (TV series),is martin freeman in season 2 of fargo,"['NO', 'NO', 'NONE', 'NONE', 'NONE']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,World's tallest thermometer,where is the world's largest thermometer located,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']","Baker , California , USA","Baker , California","Baker , California , USA","Baker , California , USA","Baker , California , USA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,French colonization of Texas,where did the french immigrants settle in texas,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",near Arenosa Creek and Matagorda Bay,1685,Arenosa Creek,Matagorda Bay,present - day town of Inez,present - day southeastern Texas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Gene,the complete collection of dna and genes is called,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",genome,genome,genome,chromosome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Many happy returns (greeting),many many happy returns of the day meaning,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",a salutation to offer the hope that a happy day being marked would recur many more times,used as a salutation to offer the hope that a happy day being marked would recur many more times,to offer the hope that a happy day being marked would recur many more times,a salutation to offer the hope that a happy day being marked would recur many more times,a salutation to offer the hope that a happy day being marked would recur many more times,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Celebrity Big Brother (U.S. TV series),when is winter big brother going to start,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']","February 7 , 2018","February 7 , 2018","February 7 , 2018","set to premiere on February 7 , 2018","February 7 , 2018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Inventory turnover,what is a good number of inventory turns,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,United States Air Force Academy,where is the air force academy located at,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']","in the western United States in Colorado , immediately north of Colorado Springs in El Paso County","in the western United States in Colorado , immediately north of Colorado Springs in El Paso County .","the western United States in Colorado , immediately north of Colorado Springs in El Paso County","in the western United States in Colorado , immediately north of Colorado Springs","in Colorado , immediately north of Colorado Springs in El Paso County",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,The Smurfs (TV series),how many seasons of the smurfs are there,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Mark Sloan (Grey's Anatomy),when does sloan come into grey's anatomy,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",season two,season two,season two,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,American Airlines destinations,where in the caribbean does american airlines fly,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Nancy Cartwright,who does the voice of nelson on simpsons,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",Nancy Jean Cartwright,Nancy Jean Cartwright,Nancy Jean Cartwright,Nancy Jean Cartwright,Nancy Jean Cartwright,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Oakland Raiders relocation to Las Vegas,when is oakland raiders going to las vegas,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",for the 2020 National Football League ( NFL ) season ( although a move to Las Vegas could happen as soon as 2019 with Sam Boyd Stadium ),the 2020 National Football League ( NFL ) season ( although a move to Las Vegas could happen as soon as 2019 with Sam Boyd Stadium ),for the 2020 National Football League ( NFL ) season,could happen as soon as 2019,The team is scheduled to begin play as the Las Vegas Raiders for the 2020 National Football League ( NFL ) season,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Federal government of the United States,this diagram explains the levels of government that affect arizona,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,List of earthquakes in New Zealand,when was the last time new zealand had an earthquake,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",11 Jul 2017,11 Jul 2017,11 Jul 2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Negan,what does negan mean in the walking dead,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Batman: Gotham by Gaslight,a tale of the batman gotham by gaslight,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,IndiGo,how many seats are there in indigo flight,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Threshold potential,na+ channels open when the threshold of excitation,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,I Walk the Line,instruments in johnny cash i walk the line,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,List of New England Patriots seasons,how many times in a row did the patriots win the superbowl,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",narnia the lion the witch and the wardrobe movie wikipedia,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Octet rule,how many electron pairs are in the outer shell of nitrogen,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Digital Revolution,the most recent technological change to the u.s. economy was,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",digitization of social systems,the digitization of social systems,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Category:Filipino sociologists,who were the notable filipino sociologist who help in the propagation of the course,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Duluth model,the duluth model is an intervention program that emphasizes,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",re-education,re-education,re-education,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Caste,who has said that caste is a closed class,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",Frederik Barth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Across the River and into the Trees,across the river and into the trees cliff notes,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Ocala Demands,major planks of the ocala platform in 1890,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Battle of Issus,where did the battle of issus take place,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",southern Anatolia,southern Anatolia,in southern Anatolia,in southern Anatolia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Pangaea,what land mass was north america a part of about 300 million years ago,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",Pangaea or Pangea,Pangaea,Pangaea,Pangaea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Adventure Time (season 9),when does the new adventure time come out,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']","April 21 , 2017","April 21 , 2017","premiered on Cartoon Network on April 21 , 2017 .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Airway resistance,resistance to airflow in respiratory passageways is influenced by,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Capsid,what is the function of a viral capsid,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",to protect the genome from lethal chemical and physical agents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Cell division,who discovered cells divide to make new cells,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",Hugo von Mohl,Hugo von Mohl,German botanist Hugo von Mohl,German botanist Hugo von Mohl,Hugo von Mohl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
