,document_title,question_text,yes_no_answer,short_answer1,short_answer2,short_answer3,short_answer4,short_answer5,short_answer6,short_answer7,short_answer8,short_answer9,short_answer10,short_answer11,short_answer12,short_answer13,short_answer14,short_answer15,short_answer16,short_answer17,short_answer18,short_answer19,short_answer20,short_answer21,short_answer22,short_answer23,short_answer24,short_answer25,short_answer26,short_answer27,short_answer28,short_answer29,short_answer30
0,I Write Sins Not Tragedies,who is the original singer of i write sins not tragedies,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",Panic ! at the Disco,Panic ! at the Disco,American rock band Panic ! at the Disco,Panic ! at the Disco,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Las Vegas Stadium,where is the new stadium being built in las vegas,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']","on about 62 acres west of Mandalay Bay at Russell Road and Hacienda Avenue and between Polaris Avenue and Dean Martin Drive , just west of Interstate 15","west of Mandalay Bay at Russell Road and Hacienda Avenue and between Polaris Avenue and Dean Martin Drive , just west of Interstate 15","Paradise , Nevada","about 62 acres west of Mandalay Bay at Russell Road and Hacienda Avenue and between Polaris Avenue and Dean Martin Drive , just west of Interstate 15","in Paradise , Nevada",,,,,,,,,,,,,,,,,,,,,,,,,
0,Brain size,what is the approximate volume of the brain,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",average adult brain volume of 1260 cubic centimeters ( cm ) for men and 1130 cm for women,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,List of To Kill a Mockingbird characters,name of black man in to kill a mockingbird,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",Thomas `` Tom '' Robinson,Thomas `` Tom '' Robinson,Thomas `` Tom '' Robinson,Thomas `` Tom '' Robinson,Tom Robinson,,,,,,,,,,,,,,,,,,,,,,,,,
0,Epithelium,name the tissue type of the inner most layer of cells,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",Epithelium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Expenditures in the United States federal budget,where is the bulk of medicaid funds spent,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Ship prefix,what does ss stand for on naval ships,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",Single - screw Steamship,`` United States Ship '' ( USS ),,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,The Most Beautiful Girl in the World (Prince song),the most beautiful girl in the world meaning,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Santa Fe Trail,where did the santa fe trail take emigrants,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']","connected Independence , Missouri with Santa Fe , New Mexico",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Panama Canal locks,which locks are located on the north end of the panama canal,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1909 in the United States,where was the american flag placed in 1909,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Knife legislation,can you carry a pocket knife in canada,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Democratic Party (United States),what is one of the main goal of the democratic party,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']","social and economic equality , along with the welfare state",economic equality,economic equality,social and economic equality,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Augusten Burroughs,where does the last name agustin come from,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,iPhone (1st generation),when did the first iphone come out and how much was it,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Amorphous calcium phosphate,amorphous calcium phosphate and its application in dentistry,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Land of the Lost (1974 TV series),who played chaka on land of the lost tv show,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",Phillip Paley,Phillip Paley,Phillip Paley,Phillip Paley,Phillip Paley,,,,,,,,,,,,,,,,,,,,,,,,,
0,Novichok agent,what is novichok and what does it do,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,It Happened at the World's Fair,where was it happened at the world fair filmed,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']","Seattle , Washington","Seattle , Washington","Seattle , Washington","Seattle , Washington , site of the Century 21 Exposition , the 1962 World 's Fair","Camarillo , California",The Seattle Center,the White River between Enumclaw and Buckley,,,,,,,,,,,,,,,,,,,,,,,
0,Period 3 element,select the name of the element that forms a 2+ ion with electron configuration,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Weight-bearing,which level of weight bearing often comes with a set number of pounds,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",Partial weight - bearing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,"Charleston, West Virginia",what river flows through charleston west virginia’s capital,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",the confluence of the Elk and Kanawha Rivers,Kanawha River,Elk,Kanawha,the Elk and Kanawha Rivers,,,,,,,,,,,,,,,,,,,,,,,,,
0,History of chocolate in Spain,where did chocolate originate the americas spain asia,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",Americas,the Americas,Mesoamerica,Mesoamerica,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Jai Ho (song),who sings so come and dance with me jai ho,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",Sukhvinder Singh,Mahalaxmi Iyer,Vijay Prakash,Tanvi Shah,Sukhvinder Singh,Mahalaxmi Iyer,Vijay Prakash,Tanvi Shah,Sukhvinder Singh,Mahalaxmi Iyer,Vijay Prakash,Tanvi Shah,,,,,,,,,,,,,,,,,,
0,"Ring Out, Wild Bells",explanation of the poem ring out wild bells,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,First-class citizen,who are the first class citizen of bangladesh,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Period (periodic table),the elements in each period have the same number of,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",electron shells,electron shells,electron shells,electron shells,electron shells,,,,,,,,,,,,,,,,,,,,,,,,,
0,Thou shalt not take the name of the Lord thy God in vain,bible verse taking the lord's name in vain,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",Exodus 20 : 7,Exodus 20 : 7,Exodus 20 : 7,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,The Winds of Winter,when does book 6 of game of thrones release,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,When Calls the Heart,who plays faith on when calls the heart,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",Andrea Brooks,Andrea Brooks,Andrea Brooks,Andrea Brooks,Andrea Brooks,,,,,,,,,,,,,,,,,,,,,,,,,
0,Post-classical history,if you lived in china during the high middle ages you might have used,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Rickettsia,which of the following is caused by a member of the rickettsias,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,4G,how do devices support multiple technologies such as wifi 3g and 4g,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,List of most followed users on Instagram,who has most followers on instagram in world,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",Instagram 's own account,Selena Gomez,Selena Gomez,Instagram,Instagram 's own account,,,,,,,,,,,,,,,,,,,,,,,,,
0,Smoking age,how old do you have to be to smoke cigarettes in new york,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,13 Going on 30,who plays chris grandy in 13 going on 30,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",Jim Gaffigan,Jim Gaffigan,Jim Gaffigan,Alex Black,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Sex and the City (season 5),why only 8 episodes in satc season 5,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",due to Parker 's pregnancy at the time of filming,Parker 's pregnancy at the time of filming,due to Parker 's pregnancy at the time of filming,due to Parker 's pregnancy at the time of filming,Parker 's pregnancy at the time of filming,,,,,,,,,,,,,,,,,,,,,,,,,
0,Sofia,of which country is sofia the capital city,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",Bulgaria,Bulgaria,Bulgaria,Bulgaria,,,,,,,,,,,,,,,,,,,,,,,,,,
0,The League of Extraordinary Gentlemen (film),who played hyde in league of extraordinary gentlemen,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",Jason Flemyng,Jason Flemyng,Jason Flemyng,Jason Flemyng,Jason Flemyng,,,,,,,,,,,,,,,,,,,,,,,,,
0,Something New (How I Met Your Mother),ted tells robin he is moving to chicago,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Rain shadow,rain shadows in mountainous areas are a result of,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Believe It or Not (song),who could it be believe it or not it's just me,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Salaries of members of the United States Congress,what is the average salary for a us congressman,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']","$174,000","$174,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Heart development,when does the heart develop and begin pumping blood,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']","in the human , beats spontaneously by week 4 of development",by week 4 of development,by week 4 of development,week 4 of development,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Dancing on Ice,where is dancing on ice filmed this year,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",a purpose - built studio at RAF Bovingdon,RAF Bovingdon,RAF Bovingdon,RAF Bovingdon,,,,,,,,,,,,,,,,,,,,,,,,,,
0,No Game No Life,where does no game no life anime end,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",the Elkia Federation,the sixth volume,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,The Big Texan Steak Ranch,how much is a 72 oz steak at the big texan,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",$72,$72,$72,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,The Flintstones,who were the original voices of the flintstones,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",Alan Reed,Jean Vander Pyl,Mel Blanc,Bea Benaderet,Don Messick,John Stephenson,Verna Felton,Harvey Korman,,,,,,,,,,,,,,,,,,,,,,
0,Lok Sabha,the maximum strength of lok sabha and rajya sabha respectively is,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Twenty One Pilots,how did they come up with the name twenty one pilots,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']","studying All My Sons by Arthur Miller , a play about a man whose choice to send out faulty airplane parts for the good of his business and family caused the death of twenty one pilots during World War II",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Spinothalamic tract,where does decussation occur in the spinothalamic pathway,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",usually occurs 1 - 2 spinal nerve segments above the point of entry,1 - 2 spinal nerve segments above the point of entry,1 - 2 spinal nerve segments above the point of entry,1 - 2 spinal nerve segments above the point of entry,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Basic education,who propounded the idea of basic education in india,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",Mahatma Gandhi,Mahatma Gandhi,Mahatma Gandhi,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Days of Our Lives cast members,where is the cast of days of our lives,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,U.S. national anthem protests (2016–present),when did the nfl start playing the national anthem,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Follow the Leader (Korn album),when did korn's follow the leader come out,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']","August 18 , 1998","August 18 , 1998","August 18 , 1998","August 18 , 1998","August 18 , 1998",,,,,,,,,,,,,,,,,,,,,,,,,
0,Clarissa Explains It All,who played sam in clarissa explains it all,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",Sean O'Neal,Sean O'Neal,Sean O'Neal,Sean O'Neal,Sean O'Neal,,,,,,,,,,,,,,,,,,,,,,,,,
0,Capital punishment in New York,when did new york stop using the electric chair,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",1963,1972,1963,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Cat on a Hot Tin Roof,when did cat on a hot tin roof take place,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Howard Rollins,who played tibbs on in the heat of the night,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",Howard Ellsworth Rollins Jr .,Howard Ellsworth Rollins Jr .,Howard Ellsworth Rollins Jr .,Howard Ellsworth Rollins Jr .,Howard Ellsworth Rollins Jr .,,,,,,,,,,,,,,,,,,,,,,,,,
0,History of the Great Wall of China,who was involved in the great wall of china,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,The Book of Eli,where did they film the book of eli,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",New Mexico,New Mexico,in New Mexico,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Cultural policies of the European Union,what programs and actions the eu has taken to help create this european culture,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Bajrang Dal,what does bajrang dal do on valentine's day,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",caught un-married couples on Valentines day and forced them to apply sindoor or tie rakhis against their wishes,invading gift shops and restaurants and threatening couples,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Michael Showers (actor),who did michael showers play on vampire diaries,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",The Man,The Man,The Man,The Man,The Man,,,,,,,,,,,,,,,,,,,,,,,,,
0,San Juan Mountains,where are the san juan mountains in new mexico,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",northwestern New Mexico,northwestern New Mexico,northwestern New Mexico,in southwestern Colorado and northwestern New Mexico,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Peanut,what's the difference between peanuts and spanish peanuts,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Arabic numerals,all tables are to be numbered using arabic numerals,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Digestion,where does the digestion of food take place,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Star Wars: From the Adventures of Luke Skywalker,was star wars a book or a movie first,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",film,film,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Religion in early Virginia,what was the religion in the virginia colony,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",Anglican church,Anglican,The Church of England,Anglican,,,,,,,,,,,,,,,,,,,,,,,,,,
0,List of awards and nominations received by Michael Jackson,who has won entertainer of the year the most times,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Water–cement ratio,minimum required water cement ratio for a workable concrete is,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,The Doll in the Garden: A Ghost Story,what is the doll in the garden about,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,List of National Football League career passing yards leaders,who got the most passing yards in the nfl,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",Peyton Manning,Peyton Manning,Peyton Manning,Peyton Manning,Peyton Manning,,,,,,,,,,,,,,,,,,,,,,,,,
0,House of Lords,what is the role of the house of lords in the british constitution,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Dazed and Confused (film),what is the movie dazed and confused about,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",follows various groups of Texas teenagers during the last day of school in 1976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,State of matter,definition of a solid liquid gas and plasma,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,List of Manchester United F.C. managers,who is the longest serving manager in manchester united history,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",Sir Alex Ferguson,Sir Alex Ferguson,Sir Alex Ferguson,Sir Alex Ferguson,Sir Alex Ferguson,,,,,,,,,,,,,,,,,,,,,,,,,
0,The Walking Dead (season 8),when does walking dead season 8 second half start,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']","October 22 , 2017","February 25 , 2018","February 25 , 2018",,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Joker (The Dark Knight),who played the joker in the dark night rises,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,History of the domestic sheep,where did the ancestors of the domestic goat originate,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",Iran,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Implantation (human embryo),when does the implantation of the embryo occur,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",around 9 days after ovulation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,2018 FIFA World Cup,where is the world cup being held 2018,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",Russia,Russia,Russia,Russia,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Dr Narla Tata Rao Thermal Power Station,dr. narla tatarao thermal power station vijayawada andhra pradesh,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Noli Me Tángere (novel),rizal finished all the chapters of the novel noli me tangere in,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",Spanish,December 1886,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Indian Rebellion of 1857,with regard to freedom struggle of 1857 point out the correct statement,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,A Christmas Carol,a christmas carol in prose being a ghost story of christmas,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Mexican Train,how many dominoes do you need for mexican train,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",A double - twelve set,A double - twelve set,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Cello,when was the cello invented and by whom,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Elizabeth Swann,what happens to will and elizabeth in pirates of the caribbean 3,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,X chromosome,who discovered that genes are located on chromosomes,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Indiana Pacers,who do the pacers play in the playoffs,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Consequences of the attack on Pearl Harbor,who declared war on the united states four days after pearl harbor,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",Nazi Germany,Fascist Italy,Nazi Germany,Fascist Italy,,,,,,,,,,,,,,,,,,,,,,,,,,
0,We Are Pilots,don't cry out shiny toy guns meaning,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,United States Congress,who has the most real power in the house of representatives,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Red Bull,when did red bull come to the united states,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",1997,1997,1997,1997,1997,,,,,,,,,,,,,,,,,,,,,,,,,
0,New France,describe the development of new france into a productive colony,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Comparison of operating systems,compare features of windows operating system with other operating system,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Square root,the square root of 17 is between which two numbers,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,DD Form 214,when do you get a dd form 214,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']","upon a military service member 's retirement , separation , or discharge from active duty in the Armed Forces of the United States","upon a military service member 's retirement , separation , or discharge from active duty in the Armed Forces of the United States","issued upon a military service member 's retirement , separation , or discharge from active duty in the Armed Forces of the United States",,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Adelaide Football Club,when was the last time the crows were in the grand final,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",2017,2017,2017,2017,2017,,,,,,,,,,,,,,,,,,,,,,,,,
0,Gastrocnemius muscle,what is the scientific name for the calf muscle,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",gastrocnemius muscle,gastrocnemius muscle,soleus,gastrocnemius,,,,,,,,,,,,,,,,,,,,,,,,,,
0,We Are the World,who made the song we are the world,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",supergroup United Support of Artists ( USA ) for Africa,the supergroup United Support of Artists ( USA ) for Africa,the supergroup United Support of Artists ( USA ) for Africa,recorded by the supergroup United Support of Artists ( USA ) for Africa,written by Michael Jackson and Lionel Richie ( with arrangements by Michael Omartian ),produced by Quincy Jones,,,,,,,,,,,,,,,,,,,,,,,,
